date,blood_type,demand,hospital_license_number,notes
2024-08-28,A-,8,,
2024-08-28,B-,5,,
2024-08-28,AB+,4,,
2024-08-28,AB-,0,,
2024-08-29,O+,19,,
2024-08-29,A+,23,,
2024-08-29,B+,12,,
2024-08-29,O-,6,,
2024-08-29,A-,7,,
2024-08-29,B-,4,,
2024-08-29,AB+,6,,
2024-08-29,AB-,2,,
2024-08-30,O+,21,,
2024-08-30,A+,15,,
2024-08-30,B+,10,,
2024-08-30,O-,6,,
2024-08-30,A-,3,,
2024-08-30,B-,4,,
2024-08-30,AB+,3,,
2024-08-30,AB-,0,,
2024-08-31,O+,14,,
2024-08-31,A+,11,,
2024-08-31,B+,10,,
2024-08-31,O-,5,,
2024-08-31,A-,6,,
2024-08-31,B-,1,,
2024-08-31,AB+,1,,
2024-08-31,AB-,2,,
2024-09-01,O+,16,,
2024-09-01,A+,11,,
2024-09-01,B+,8,,
2024-09-01,O-,5,,
2024-09-01,A-,5,,
2024-09-01,B-,4,,
2024-09-01,AB+,1,,
2024-09-01,AB-,0,,
2024-09-02,O+,25,,
2024-09-02,A+,20,,
2024-09-02,B+,14,,
2024-09-02,O-,8,,
2024-09-02,A-,5,,
2024-09-02,B-,3,,
2024-09-02,AB+,1,,
2024-09-02,AB-,1,,
2024-09-03,O+,32,,
2024-09-03,A+,28,,
2024-09-03,B+,14,,
2024-09-03,O-,13,,
2024-09-03,A-,8,,
2024-09-03,B-,5,,
2024-09-03,AB+,4,,
2024-09-03,AB-,0,,
2024-09-04,O+,35,,
2024-09-04,A+,21,,
2024-09-04,B+,18,,
2024-09-04,O-,11,,
2024-09-04,A-,8,,
2024-09-04,B-,6,,
2024-09-04,AB+,3,,
2024-09-04,AB-,0,,
2024-09-05,O+,37,,
2024-09-05,A+,26,,
2024-09-05,B+,13,,
2024-09-05,O-,10,,
2024-09-05,A-,8,,
2024-09-05,B-,7,,
2024-09-05,AB+,5,,
2024-09-05,AB-,2,,
2024-09-06,O+,22,,
2024-09-06,A+,25,,
2024-09-06,B+,11,,
2024-09-06,O-,6,,
2024-09-06,A-,4,,
2024-09-06,B-,3,,
2024-09-06,AB+,2,,
2024-09-06,AB-,2,,
2024-09-07,O+,23,,
2024-09-07,A+,19,,
2024-09-07,B+,10,,
2024-09-07,O-,7,,
2024-09-07,A-,7,,
2024-09-07,B-,4,,
2024-09-07,AB+,4,,
2024-09-07,AB-,0,,
2024-09-08,O+,18,,
2024-09-08,A+,14,,
2024-09-08,B+,5,,
2024-09-08,O-,7,,
2024-09-08,A-,6,,
2024-09-08,B-,3,,
2024-09-08,AB+,3,,
2024-09-08,AB-,0,,
2024-09-09,O+,25,,
2024-09-09,A+,23,,
2024-09-09,B+,11,,
2024-09-09,O-,10,,
2024-09-09,A-,5,,
2024-09-09,B-,5,,
2024-09-09,AB+,3,,
2024-09-09,AB-,3,,
2024-09-10,O+,36,,
2024-09-10,A+,20,,
2024-09-10,B+,11,,
2024-09-10,O-,9,,
2024-09-10,A-,7,,
2024-09-10,B-,5,,
2024-09-10,AB+,4,,
2024-09-10,AB-,2,,
2024-09-11,O+,29,,
2024-09-11,A+,21,,
2024-09-11,B+,17,,
2024-09-11,O-,10,,
2024-09-11,A-,8,,
2024-09-11,B-,5,,
2024-09-11,AB+,4,,
2024-09-11,AB-,3,,
2024-09-12,O+,23,,
2024-09-12,A+,19,,
2024-09-12,B+,15,,
2024-09-12,O-,11,,
2024-09-12,A-,7,,
2024-09-12,B-,3,,
2024-09-12,AB+,1,,
2024-09-12,AB-,1,,
2024-09-13,O+,17,,
2024-09-13,A+,24,,
2024-09-13,B+,15,,
2024-09-13,O-,7,,
2024-09-13,A-,6,,
2024-09-13,B-,3,,
2024-09-13,AB+,4,,
2024-09-13,AB-,1,,
2024-09-14,O+,17,,
2024-09-14,A+,18,,
2024-09-14,B+,9,,
2024-09-14,O-,8,,
2024-09-14,A-,2,,
2024-09-14,B-,2,,
2024-09-14,AB+,1,,
2024-09-14,AB-,2,,
2024-09-15,O+,16,,
2024-09-15,A+,16,,
2024-09-15,B+,6,,
2024-09-15,O-,6,,
2024-09-15,A-,7,,
2024-09-15,B-,4,,
2024-09-15,AB+,0,,
2024-09-15,AB-,1,,
2024-09-16,O+,26,,
2024-09-16,A+,16,,
2024-09-16,B+,9,,
2024-09-16,O-,8,,
2024-09-16,A-,5,,
2024-09-16,B-,4,,
2024-09-16,AB+,3,,
2024-09-16,AB-,3,,
2024-09-17,O+,23,,
2024-09-17,A+,20,,
2024-09-17,B+,14,,
2024-09-17,O-,9,,
2024-09-17,A-,5,,
2024-09-17,B-,6,,
2024-09-17,AB+,2,,
2024-09-17,AB-,1,,
2024-09-18,O+,26,,
2024-09-18,A+,19,,
2024-09-18,B+,15,,
2024-09-18,O-,6,,
2024-09-18,A-,6,,
2024-09-18,B-,3,,
2024-09-18,AB+,4,,
2024-09-18,AB-,3,,
2024-09-19,O+,26,,
2024-09-19,A+,23,,
2024-09-19,B+,7,,
2024-09-19,O-,7,,
2024-09-19,A-,4,,
2024-09-19,B-,3,,
2024-09-19,AB+,3,,
2024-09-19,AB-,1,,
2024-09-20,O+,23,,
2024-09-20,A+,7,,
2024-09-20,B+,7,,
2024-09-20,O-,4,,
2024-09-20,A-,2,,
2024-09-20,B-,4,,
2024-09-20,AB+,2,,
2024-09-20,AB-,2,,
2024-09-21,O+,18,,
2024-09-21,A+,11,,
2024-09-21,B+,5,,
2024-09-21,O-,6,,
2024-09-21,A-,3,,
2024-09-21,B-,1,,
2024-09-21,AB+,0,,
2024-09-21,AB-,1,,
2024-09-22,O+,20,,
2024-09-22,A+,12,,
2024-09-22,B+,9,,
2024-09-22,O-,5,,
2024-09-22,A-,3,,
2024-09-22,B-,5,,
2024-09-22,AB+,4,,
2024-09-22,AB-,1,,
2024-09-23,O+,16,,
2024-09-23,A+,10,,
2024-09-23,B+,10,,
2024-09-23,O-,6,,
2024-09-23,A-,5,,
2024-09-23,B-,3,,
2024-09-23,AB+,3,,
2024-09-23,AB-,2,,
2024-09-24,O+,25,,
2024-09-24,A+,16,,
2024-09-24,B+,10,,
2024-09-24,O-,8,,
2024-09-24,A-,5,,
2024-09-24,B-,4,,
2024-09-24,AB+,4,,
2024-09-24,AB-,1,,
2024-09-25,O+,22,,
2024-09-25,A+,14,,
2024-09-25,B+,10,,
2024-09-25,O-,6,,
2024-09-25,A-,6,,
2024-09-25,B-,4,,
2024-09-25,AB+,2,,
2024-09-25,AB-,2,,
2024-09-26,O+,23,,
2024-09-26,A+,18,,
2024-09-26,B+,12,,
2024-09-26,O-,8,,
2024-09-26,A-,4,,
2024-09-26,B-,4,,
2024-09-26,AB+,1,,
2024-09-26,AB-,0,,
2024-09-27,O+,22,,
2024-09-27,A+,16,,
2024-09-27,B+,10,,
2024-09-27,O-,6,,
2024-09-27,A-,6,,
2024-09-27,B-,1,,
2024-09-27,AB+,2,,
2024-09-27,AB-,1,,
2024-09-28,O+,23,,
2024-09-28,A+,15,,
2024-09-28,B+,9,,
2024-09-28,O-,4,,
2024-09-28,A-,6,,
2024-09-28,B-,3,,
2024-09-28,AB+,1,,
2024-09-28,AB-,3,,
2024-09-29,O+,11,,
2024-09-29,A+,11,,
2024-09-29,B+,8,,
2024-09-29,O-,4,,
2024-09-29,A-,5,,
2024-09-29,B-,3,,
2024-09-29,AB+,2,,
2024-09-29,AB-,3,,
2024-09-30,O+,16,,
2024-09-30,A+,22,,
2024-09-30,B+,9,,
2024-09-30,O-,9,,
2024-09-30,A-,7,,
2024-09-30,B-,6,,
2024-09-30,AB+,3,,
2024-09-30,AB-,0,,
2024-10-01,O+,31,,
2024-10-01,A+,23,,
2024-10-01,B+,11,,
2024-10-01,O-,10,,
2024-10-01,A-,6,,
2024-10-01,B-,6,,
2024-10-01,AB+,4,,
2024-10-01,AB-,1,,
2024-10-02,O+,32,,
2024-10-02,A+,25,,
2024-10-02,B+,14,,
2024-10-02,O-,14,,
2024-10-02,A-,7,,
2024-10-02,B-,5,,
2024-10-02,AB+,5,,
2024-10-02,AB-,1,,
2024-10-03,O+,29,,
2024-10-03,A+,21,,
2024-10-03,B+,17,,
2024-10-03,O-,11,,
2024-10-03,A-,8,,
2024-10-03,B-,4,,
2024-10-03,AB+,4,,
2024-10-03,AB-,2,,
2024-10-04,O+,26,,Public holiday: Independence Day
2024-10-04,A+,18,,Public holiday: Independence Day
2024-10-04,B+,13,,Public holiday: Independence Day
2024-10-04,O-,8,,Public holiday: Independence Day
2024-10-04,A-,7,,Public holiday: Independence Day
2024-10-04,B-,4,,Public holiday: Independence Day
2024-10-04,AB+,3,,Public holiday: Independence Day
2024-10-04,AB-,2,,Public holiday: Independence Day
2024-10-05,O+,20,,
2024-10-05,A+,18,,
2024-10-05,B+,11,,
2024-10-05,O-,8,,
2024-10-05,A-,4,,
2024-10-05,B-,3,,
2024-10-05,AB+,3,,
2024-10-05,AB-,1,,
2024-10-06,O+,25,,
2024-10-06,A+,19,,
2024-10-06,B+,9,,
2024-10-06,O-,8,,
2024-10-06,A-,5,,
2024-10-06,B-,4,,
2024-10-06,AB+,4,,
2024-10-06,AB-,2,,
2024-10-07,O+,36,,
2024-10-07,A+,17,,
2024-10-07,B+,12,,
2024-10-07,O-,8,,
2024-10-07,A-,6,,
2024-10-07,B-,5,,
2024-10-07,AB+,3,,
2024-10-07,AB-,2,,
2024-10-08,O+,37,,
2024-10-08,A+,28,,
2024-10-08,B+,14,,
2024-10-08,O-,11,,
2024-10-08,A-,9,,
2024-10-08,B-,6,,
2024-10-08,AB+,4,,
2024-10-08,AB-,3,,
2024-10-09,O+,33,,
2024-10-09,A+,27,,
2024-10-09,B+,18,,
2024-10-09,O-,12,,
2024-10-09,A-,9,,
2024-10-09,B-,5,,
2024-10-09,AB+,3,,
2024-10-09,AB-,0,,
2024-10-10,O+,28,,
2024-10-10,A+,27,,
2024-10-10,B+,16,,
2024-10-10,O-,7,,
2024-10-10,A-,8,,
2024-10-10,B-,5,,
2024-10-10,AB+,3,,
2024-10-10,AB-,3,,
2024-10-11,O+,24,,
2024-10-11,A+,21,,
2024-10-11,B+,16,,
2024-10-11,O-,7,,
2024-10-11,A-,5,,
2024-10-11,B-,5,,
2024-10-11,AB+,1,,
2024-10-11,AB-,1,,
2024-10-12,O+,18,,
2024-10-12,A+,18,,
2024-10-12,B+,9,,
2024-10-12,O-,5,,
2024-10-12,A-,5,,
2024-10-12,B-,4,,
2024-10-12,AB+,1,,
2024-10-12,AB-,0,,
2024-10-13,O+,17,,
2024-10-13,A+,12,,
2024-10-13,B+,11,,
2024-10-13,O-,6,,
2024-10-13,A-,4,,
2024-10-13,B-,2,,
2024-10-13,AB+,2,,
2024-10-13,AB-,2,,
2024-10-14,O+,27,,
2024-10-14,A+,14,,
2024-10-14,B+,10,,
2024-10-14,O-,9,,
2024-10-14,A-,5,,
2024-10-14,B-,3,,
2024-10-14,AB+,2,,
2024-10-14,AB-,0,,
2024-10-15,O+,29,,
2024-10-15,A+,22,,
2024-10-15,B+,16,,
2024-10-15,O-,9,,
2024-10-15,A-,6,,
2024-10-15,B-,5,,
2024-10-15,AB+,5,,
2024-10-15,AB-,0,,
2024-10-16,O+,22,,
2024-10-16,A+,22,,
2024-10-16,B+,11,,
2024-10-16,O-,11,,
2024-10-16,A-,6,,
2024-10-16,B-,4,,
2024-10-16,AB+,5,,
2024-10-16,AB-,2,,
2024-10-17,O+,22,,
2024-10-17,A+,17,,
2024-10-17,B+,11,,
2024-10-17,O-,8,,
2024-10-17,A-,7,,
2024-10-17,B-,4,,
2024-10-17,AB+,2,,
2024-10-17,AB-,2,,
2024-10-18,O+,22,,
2024-10-18,A+,14,,
2024-10-18,B+,10,,
2024-10-18,O-,6,,
2024-10-18,A-,3,,
2024-10-18,B-,3,,
2024-10-18,AB+,1,,
2024-10-18,AB-,0,,
2024-10-19,O+,11,,
2024-10-19,A+,13,,
2024-10-19,B+,7,,
2024-10-19,O-,3,,
2024-10-19,A-,3,,
2024-10-19,B-,2,,
2024-10-19,AB+,2,,
2024-10-19,AB-,1,,
2024-10-20,O+,6,,
2024-10-20,A+,16,,
2024-10-20,B+,11,,
2024-10-20,O-,7,,
2024-10-20,A-,4,,
2024-10-20,B-,3,,
2024-10-20,AB+,1,,
2024-10-20,AB-,1,,
2024-10-21,O+,15,,
2024-10-21,A+,16,,
2024-10-21,B+,7,,
2024-10-21,O-,7,,
2024-10-21,A-,4,,
2024-10-21,B-,4,,
2024-10-21,AB+,2,,
2024-10-21,AB-,0,,
2024-10-22,O+,27,,
2024-10-22,A+,15,,
2024-10-22,B+,11,,
2024-10-22,O-,7,,
2024-10-22,A-,6,,
2024-10-22,B-,4,,
2024-10-22,AB+,3,,
2024-10-22,AB-,1,,
2024-10-23,O+,15,,
2024-10-23,A+,17,,
2024-10-23,B+,12,,
2024-10-23,O-,9,,
2024-10-23,A-,6,,
2024-10-23,B-,5,,
2024-10-23,AB+,3,,
2024-10-23,AB-,1,,
2024-10-24,O+,20,,
2024-10-24,A+,16,,
2024-10-24,B+,9,,
2024-10-24,O-,6,,
2024-10-24,A-,5,,
2024-10-24,B-,3,,
2024-10-24,AB+,3,,
2024-10-24,AB-,0,,
2024-10-25,O+,19,,
2024-10-25,A+,14,,
2024-10-25,B+,9,,
2024-10-25,O-,5,,
2024-10-25,A-,4,,
2024-10-25,B-,4,,
2024-10-25,AB+,2,,
2024-10-25,AB-,3,,
2024-10-26,O+,8,,
2024-10-26,A+,10,,
2024-10-26,B+,5,,
2024-10-26,O-,3,,
2024-10-26,A-,3,,
2024-10-26,B-,2,,
2024-10-26,AB+,2,,
2024-10-26,AB-,0,,
2024-10-27,O+,18,,
2024-10-27,A+,8,,
2024-10-27,B+,7,,
2024-10-27,O-,7,,
2024-10-27,A-,4,,
2024-10-27,B-,3,,
2024-10-27,AB+,3,,
2024-10-27,AB-,1,,
2024-10-28,O+,24,,
2024-10-28,A+,21,,
2024-10-28,B+,8,,
2024-10-28,O-,7,,
2024-10-28,A-,6,,
2024-10-28,B-,4,,
2024-10-28,AB+,3,,
2024-10-28,AB-,2,,
2024-10-29,O+,25,,
2024-10-29,A+,17,,
2024-10-29,B+,15,,
2024-10-29,O-,9,,
2024-10-29,A-,6,,
2024-10-29,B-,4,,
2024-10-29,AB+,3,,
2024-10-29,AB-,2,,
2024-10-30,O+,33,,
2024-10-30,A+,25,,
2024-10-30,B+,15,,
2024-10-30,O-,9,,
2024-10-30,A-,8,,
2024-10-30,B-,2,,
2024-10-30,AB+,2,,
2024-10-30,AB-,1,,
2024-10-31,O+,25,,
2024-10-31,A+,18,,
2024-10-31,B+,14,,
2024-10-31,O-,7,,
2024-10-31,A-,7,,
2024-10-31,B-,4,,
2024-10-31,AB+,3,,
2024-10-31,AB-,0,,
2024-11-01,O+,20,,
2024-11-01,A+,21,,
2024-11-01,B+,11,,
2024-11-01,O-,8,,
2024-11-01,A-,5,,
2024-11-01,B-,2,,
2024-11-01,AB+,2,,
2024-11-01,AB-,1,,
2024-11-02,O+,23,,
2024-11-02,A+,18,,
2024-11-02,B+,9,,
2024-11-02,O-,5,,
2024-11-02,A-,4,,
2024-11-02,B-,3,,
2024-11-02,AB+,2,,
2024-11-02,AB-,0,,
2024-11-03,O+,22,,
2024-11-03,A+,16,,
2024-11-03,B+,11,,
2024-11-03,O-,4,,
2024-11-03,A-,4,,
2024-11-03,B-,7,,
2024-11-03,AB+,1,,
2024-11-03,AB-,1,,
2024-11-04,O+,28,,
2024-11-04,A+,18,,
2024-11-04,B+,16,,
2024-11-04,O-,8,,
2024-11-04,A-,6,,
2024-11-04,B-,6,,
2024-11-04,AB+,2,,
2024-11-04,AB-,1,,
2024-11-05,O+,32,,
2024-11-05,A+,22,,
2024-11-05,B+,17,,
2024-11-05,O-,11,,
2024-11-05,A-,8,,
2024-11-05,B-,6,,
2024-11-05,AB+,5,,
2024-11-05,AB-,2,,
2024-11-06,O+,34,,
2024-11-06,A+,32,,
2024-11-06,B+,16,,
2024-11-06,O-,13,,
2024-11-06,A-,8,,
2024-11-06,B-,6,,
2024-11-06,AB+,6,,
2024-11-06,AB-,0,,
2024-11-07,O+,30,,
2024-11-07,A+,24,,
2024-11-07,B+,18,,
2024-11-07,O-,9,,
2024-11-07,A-,10,,
2024-11-07,B-,3,,
2024-11-07,AB+,4,,
2024-11-07,AB-,1,,
2024-11-08,O+,26,,
2024-11-08,A+,17,,
2024-11-08,B+,11,,
2024-11-08,O-,5,,
2024-11-08,A-,6,,
2024-11-08,B-,2,,
2024-11-08,AB+,2,,
2024-11-08,AB-,1,,
2024-11-09,O+,19,,
2024-11-09,A+,19,,
2024-11-09,B+,7,,
2024-11-09,O-,7,,
2024-11-09,A-,5,,
2024-11-09,B-,3,,
2024-11-09,AB+,2,,
2024-11-09,AB-,1,,
2024-11-10,O+,24,,
2024-11-10,A+,15,,
2024-11-10,B+,12,,
2024-11-10,O-,6,,
2024-11-10,A-,7,,
2024-11-10,B-,3,,
2024-11-10,AB+,2,,
2024-11-10,AB-,0,,
2024-11-11,O+,21,,
2024-11-11,A+,23,,
2024-11-11,B+,12,,
2024-11-11,O-,9,,
2024-11-11,A-,6,,
2024-11-11,B-,4,,
2024-11-11,AB+,3,,
2024-11-11,AB-,1,,
2024-11-12,O+,31,,
2024-11-12,A+,32,,
2024-11-12,B+,14,,
2024-11-12,O-,12,,
2024-11-12,A-,7,,
2024-11-12,B-,5,,
2024-11-12,AB+,3,,
2024-11-12,AB-,3,,
2024-11-13,O+,35,,
2024-11-13,A+,27,,
2024-11-13,B+,16,,
2024-11-13,O-,9,,
2024-11-13,A-,9,,
2024-11-13,B-,7,,
2024-11-13,AB+,4,,
2024-11-13,AB-,1,,
2024-11-14,O+,30,,
2024-11-14,A+,22,,
2024-11-14,B+,13,,
2024-11-14,O-,8,,
2024-11-14,A-,6,,
2024-11-14,B-,4,,
2024-11-14,AB+,4,,
2024-11-14,AB-,1,,
2024-11-15,O+,19,,
2024-11-15,A+,15,,
2024-11-15,B+,7,,
2024-11-15,O-,9,,
2024-11-15,A-,5,,
2024-11-15,B-,4,,
2024-11-15,AB+,2,,
2024-11-15,AB-,2,,
2024-11-16,O+,17,,
2024-11-16,A+,18,,
2024-11-16,B+,8,,
2024-11-16,O-,5,,
2024-11-16,A-,3,,
2024-11-16,B-,3,,
2024-11-16,AB+,2,,
2024-11-16,AB-,2,,
2024-11-17,O+,23,,
2024-11-17,A+,14,,
2024-11-17,B+,10,,
2024-11-17,O-,2,,
2024-11-17,A-,4,,
2024-11-17,B-,3,,
2024-11-17,AB+,3,,
2024-11-17,AB-,1,,
2024-11-18,O+,21,,
2024-11-18,A+,16,,
2024-11-18,B+,9,,
2024-11-18,O-,9,,
2024-11-18,A-,6,,
2024-11-18,B-,5,,
2024-11-18,AB+,3,,
2024-11-18,AB-,0,,
2024-11-19,O+,28,,
2024-11-19,A+,20,,
2024-11-19,B+,12,,
2024-11-19,O-,8,,
2024-11-19,A-,6,,
2024-11-19,B-,3,,
2024-11-19,AB+,3,,
2024-11-19,AB-,0,,
2024-11-20,O+,28,,
2024-11-20,A+,24,,
2024-11-20,B+,11,,
2024-11-20,O-,6,,
2024-11-20,A-,7,,
2024-11-20,B-,4,,
2024-11-20,AB+,3,,
2024-11-20,AB-,0,,
2024-11-21,O+,15,,
2024-11-21,A+,23,,
2024-11-21,B+,10,,
2024-11-21,O-,8,,
2024-11-21,A-,5,,
2024-11-21,B-,4,,
2024-11-21,AB+,1,,
2024-11-21,AB-,0,,
2024-11-22,O+,12,,
2024-11-22,A+,10,,
2024-11-22,B+,7,,
2024-11-22,O-,3,,
2024-11-22,A-,4,,
2024-11-22,B-,2,,
2024-11-22,AB+,1,,
2024-11-22,AB-,1,,
2024-11-23,O+,14,,
2024-11-23,A+,8,,
2024-11-23,B+,10,,
2024-11-23,O-,5,,
2024-11-23,A-,4,,
2024-11-23,B-,2,,
2024-11-23,AB+,3,,
2024-11-23,AB-,1,,
2024-11-24,O+,11,,
2024-11-24,A+,10,,
2024-11-24,B+,13,,
2024-11-24,O-,4,,
2024-11-24,A-,4,,
2024-11-24,B-,2,,
2024-11-24,AB+,3,,
2024-11-24,AB-,0,,
2024-11-25,O+,16,,
2024-11-25,A+,20,,
2024-11-25,B+,10,,
2024-11-25,O-,3,,
2024-11-25,A-,5,,
2024-11-25,B-,3,,
2024-11-25,AB+,3,,
2024-11-25,AB-,1,,
2024-11-26,O+,27,,
2024-11-26,A+,20,,
2024-11-26,B+,13,,
2024-11-26,O-,7,,
2024-11-26,A-,5,,
2024-11-26,B-,3,,
2024-11-26,AB+,2,,
2024-11-26,AB-,2,,
2024-11-27,O+,32,,
2024-11-27,A+,24,,
2024-11-27,B+,12,,
2024-11-27,O-,8,,
2024-11-27,A-,6,,
2024-11-27,B-,5,,
2024-11-27,AB+,4,,
2024-11-27,AB-,3,,
2024-11-28,O+,21,,
2024-11-28,A+,19,,
2024-11-28,B+,9,,
2024-11-28,O-,6,,
2024-11-28,A-,6,,
2024-11-28,B-,4,,
2024-11-28,AB+,2,,
2024-11-28,AB-,0,,
2024-11-29,O+,21,,
2024-11-29,A+,15,,
2024-11-29,B+,11,,
2024-11-29,O-,7,,
2024-11-29,A-,3,,
2024-11-29,B-,4,,
2024-11-29,AB+,2,,
2024-11-29,AB-,2,,
2024-11-30,O+,17,,
2024-11-30,A+,12,,
2024-11-30,B+,7,,
2024-11-30,O-,3,,
2024-11-30,A-,5,,
2024-11-30,B-,5,,
2024-11-30,AB+,0,,
2024-11-30,AB-,0,,
2024-12-01,O+,19,,
2024-12-01,A+,13,,
2024-12-01,B+,11,,
2024-12-01,O-,8,,
2024-12-01,A-,4,,
2024-12-01,B-,5,,
2024-12-01,AB+,2,,
2024-12-01,AB-,1,,
2024-12-02,O+,27,,
2024-12-02,A+,18,,
2024-12-02,B+,15,,
2024-12-02,O-,9,,
2024-12-02,A-,6,,
2024-12-02,B-,4,,
2024-12-02,AB+,2,,
2024-12-02,AB-,1,,
2024-12-03,O+,28,,
2024-12-03,A+,26,,
2024-12-03,B+,15,,
2024-12-03,O-,11,,
2024-12-03,A-,9,,
2024-12-03,B-,6,,
2024-12-03,AB+,4,,
2024-12-03,AB-,1,,
2024-12-04,O+,34,,
2024-12-04,A+,28,,
2024-12-04,B+,18,,
2024-12-04,O-,11,,
2024-12-04,A-,8,,
2024-12-04,B-,6,,
2024-12-04,AB+,6,,
2024-12-04,AB-,3,,
2024-12-05,O+,35,,
2024-12-05,A+,22,,
2024-12-05,B+,18,,
2024-12-05,O-,9,,
2024-12-05,A-,7,,
2024-12-05,B-,5,,
2024-12-05,AB+,2,,
2024-12-05,AB-,2,,
2024-12-06,O+,24,,
2024-12-06,A+,21,,
2024-12-06,B+,10,,
2024-12-06,O-,9,,
2024-12-06,A-,6,,
2024-12-06,B-,4,,
2024-12-06,AB+,4,,
2024-12-06,AB-,0,,
2024-12-07,O+,22,,
2024-12-07,A+,16,,
2024-12-07,B+,8,,
2024-12-07,O-,7,,
2024-12-07,A-,5,,
2024-12-07,B-,2,,
2024-12-07,AB+,2,,
2024-12-07,AB-,1,,
2024-12-08,O+,23,,
2024-12-08,A+,21,,
2024-12-08,B+,10,,
2024-12-08,O-,9,,
2024-12-08,A-,4,,
2024-12-08,B-,4,,
2024-12-08,AB+,1,,
2024-12-08,AB-,1,,
2024-12-09,O+,31,,
2024-12-09,A+,29,,
2024-12-09,B+,14,,
2024-12-09,O-,8,,
2024-12-09,A-,8,,
2024-12-09,B-,5,,
2024-12-09,AB+,4,,
2024-12-09,AB-,2,,
2024-12-10,O+,39,,
2024-12-10,A+,22,,
2024-12-10,B+,17,,
2024-12-10,O-,11,,
2024-12-10,A-,7,,
2024-12-10,B-,4,,
2024-12-10,AB+,4,,
2024-12-10,AB-,1,,
2024-12-11,O+,33,,
2024-12-11,A+,28,,
2024-12-11,B+,17,,
2024-12-11,O-,11,,
2024-12-11,A-,10,,
2024-12-11,B-,6,,
2024-12-11,AB+,6,,
2024-12-11,AB-,3,,
2024-12-12,O+,35,,
2024-12-12,A+,22,,
2024-12-12,B+,14,,
2024-12-12,O-,9,,
2024-12-12,A-,8,,
2024-12-12,B-,5,,
2024-12-12,AB+,4,,
2024-12-12,AB-,2,,
2024-12-13,O+,24,,
2024-12-13,A+,17,,
2024-12-13,B+,9,,
2024-12-13,O-,7,,
2024-12-13,A-,6,,
2024-12-13,B-,4,,
2024-12-13,AB+,3,,
2024-12-13,AB-,2,,
2024-12-14,O+,20,,
2024-12-14,A+,10,,
2024-12-14,B+,9,,
2024-12-14,O-,5,,
2024-12-14,A-,4,,
2024-12-14,B-,3,,
2024-12-14,AB+,3,,
2024-12-14,AB-,2,,
2024-12-15,O+,17,,
2024-12-15,A+,14,,
2024-12-15,B+,10,,
2024-12-15,O-,7,,
2024-12-15,A-,4,,
2024-12-15,B-,4,,
2024-12-15,AB+,3,,
2024-12-15,AB-,1,,
2024-12-16,O+,23,,
2024-12-16,A+,21,,
2024-12-16,B+,12,,
2024-12-16,O-,8,,
2024-12-16,A-,5,,
2024-12-16,B-,2,,
2024-12-16,AB+,3,,
2024-12-16,AB-,1,,
2024-12-17,O+,30,,
2024-12-17,A+,20,,
2024-12-17,B+,15,,
2024-12-17,O-,10,,
2024-12-17,A-,6,,
2024-12-17,B-,5,,
2024-12-17,AB+,3,,
2024-12-17,AB-,0,,
2024-12-18,O+,30,,
2024-12-18,A+,23,,
2024-12-18,B+,12,,
2024-12-18,O-,10,,
2024-12-18,A-,7,,
2024-12-18,B-,4,,
2024-12-18,AB+,2,,
2024-12-18,AB-,2,,
2024-12-19,O+,25,,
2024-12-19,A+,20,,
2024-12-19,B+,14,,
2024-12-19,O-,5,,
2024-12-19,A-,7,,
2024-12-19,B-,5,,
2024-12-19,AB+,2,,
2024-12-19,AB-,2,,
2024-12-20,O+,15,,
2024-12-20,A+,11,,
2024-12-20,B+,9,,
2024-12-20,O-,8,,
2024-12-20,A-,5,,
2024-12-20,B-,3,,
2024-12-20,AB+,3,,
2024-12-20,AB-,0,,
2024-12-21,O+,21,,
2024-12-21,A+,17,,
2024-12-21,B+,8,,
2024-12-21,O-,4,,
2024-12-21,A-,5,,
2024-12-21,B-,3,,
2024-12-21,AB+,2,,
2024-12-21,AB-,2,,
2024-12-22,O+,17,,
2024-12-22,A+,10,,
2024-12-22,B+,10,,
2024-12-22,O-,5,,
2024-12-22,A-,4,,
2024-12-22,B-,3,,
2024-12-22,AB+,2,,
2024-12-22,AB-,1,,
2024-12-23,O+,27,,Holiday traffic surge
2024-12-23,A+,21,,Holiday traffic surge
2024-12-23,B+,12,,Holiday traffic surge
2024-12-23,O-,8,,Holiday traffic surge
2024-12-23,A-,6,,Holiday traffic surge
2024-12-23,B-,5,,Holiday traffic surge
2024-12-23,AB+,3,,Holiday traffic surge
2024-12-23,AB-,1,,Holiday traffic surge
2024-12-24,O+,27,,
2024-12-24,A+,24,,
2024-12-24,B+,15,,
2024-12-24,O-,11,,
2024-12-24,A-,5,,
2024-12-24,B-,4,,
2024-12-24,AB+,4,,
2024-12-24,AB-,0,,
2024-12-25,O+,40,,Public holiday: Christmas Day
2024-12-25,A+,26,,Public holiday: Christmas Day
2024-12-25,B+,14,,Public holiday: Christmas Day
2024-12-25,O-,12,,Public holiday: Christmas Day
2024-12-25,A-,6,,Public holiday: Christmas Day
2024-12-25,B-,5,,Public holiday: Christmas Day
2024-12-25,AB+,3,,Public holiday: Christmas Day
2024-12-25,AB-,1,,Public holiday: Christmas Day
2024-12-26,O+,31,,Public holiday: Boxing Day
2024-12-26,A+,26,,Public holiday: Boxing Day
2024-12-26,B+,15,,Public holiday: Boxing Day
